method_id,forecast_cv,penalty_to_export_value_ratio,cell_count,mean_selected_gamma,inflated_request_cell_share,strict_private_gain_cell_share,endogenous_externality_cell_share,productive_high_request_cell_share,mean_private_utility_gain_mw_equivalent,mean_own_delivery_gain_mw,mean_outside_delivery_loss_mw,mean_total_delivery_change_mw,mean_system_delivery_loss_mw,mean_incremental_own_idle_award_mw
weighted_proportional,0.2,0.25,60,1.4,1.0,1.0,0.8666666666666667,0.13333333333333333,0.006760988766486906,0.009207681636633295,0.015649857686531484,-0.006442176049898155,0.0074707134861308165,0.009786771480585554
weighted_proportional,0.2,0.5,60,1.2,1.0,1.0,0.6,0.4,0.004607577610487011,0.006274864495168365,0.007264732911420131,-0.0009898684162517267,0.00236661761891603,0.0033345737693627085
weighted_proportional,0.2,1.0,60,1.2,1.0,1.0,0.6,0.4,0.002940290725805657,0.006274864495168365,0.007264732911420131,-0.0009898684162517267,0.00236661761891603,0.0033345737693627085
weighted_proportional,0.2,2.0,60,1.1,1.0,1.0,0.6,0.4,0.0003019346889793246,0.003321281578772531,0.003487056057830206,-0.00016577447905765283,0.001034396654472114,0.001509673444896603
weighted_proportional,0.2,5.0,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_proportional,0.2,10.0,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_proportional,0.3,0.0,60,1.7,1.0,1.0,1.0,0.0,0.011648705277087746,0.011648705277087746,0.07957939945383516,-0.06793069417674738,0.06793069417674738,0.016729251489585328
weighted_proportional,0.3,0.05,60,1.7,1.0,1.0,1.0,0.0,0.010812242702608476,0.011648705277087746,0.07957939945383516,-0.06793069417674738,0.06793069417674738,0.016729251489585328
weighted_proportional,0.3,0.1,60,1.6,1.0,1.0,0.8666666666666667,0.13333333333333333,0.009983576422772514,0.011633112687801126,0.025066304765665293,-0.01343319207786411,0.014062136297369621,0.016495362650286106
weighted_proportional,0.3,0.25,60,1.6,1.0,1.0,0.8666666666666667,0.13333333333333333,0.007509272025229601,0.011633112687801126,0.025066304765665293,-0.01343319207786411,0.014062136297369621,0.016495362650286106
weighted_proportional,0.3,0.5,60,1.2,1.0,1.0,0.6,0.4,0.00460757761048701,0.006274864495168365,0.007264732911420149,-0.000989868416251738,0.00236661761891603,0.0033345737693627085
weighted_proportional,0.3,1.0,60,1.2,1.0,1.0,0.6,0.4,0.002940290725805656,0.006274864495168365,0.007264732911420149,-0.000989868416251738,0.00236661761891603,0.0033345737693627085
weighted_proportional,0.3,2.0,60,1.1,1.0,1.0,0.6,0.4,0.00030193468897932093,0.00332128157877253,0.0034870560578302233,-0.00016577447905764912,0.001034396654472114,0.0015096734448966044
weighted_proportional,0.3,5.0,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_proportional,0.3,10.0,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
equal_kw_reduction,0.0,0.0,60,1.2233333333333334,1.0,1.0,0.5,0.4666666666666667,0.005177166286741792,0.005177166286741792,0.008644407271636559,-0.0034672409848948,0.003723075489378077,0.002622188586173268
equal_kw_reduction,0.0,0.05,60,1.2233333333333334,1.0,1.0,0.5,0.4666666666666667,0.00504605685743313,0.005177166286741792,0.008644407271636559,-0.0034672409848948,0.003723075489378077,0.002622188586173268
equal_kw_reduction,0.0,0.1,60,1.2233333333333334,1.0,1.0,0.5,0.4666666666666667,0.004914947428124467,0.005177166286741792,0.008644407271636559,-0.0034672409848948,0.003723075489378077,0.002622188586173268
equal_kw_reduction,0.0,0.25,60,1.2166666666666666,1.0,1.0,0.43333333333333335,0.5,0.004537462280346841,0.005153544397291156,0.008328063491342613,-0.0031745190940514942,0.003437440360226455,0.002464328467777259
equal_kw_reduction,0.0,0.5,60,1.2100000000000002,1.0,1.0,0.36666666666666664,0.5,0.003926043678100624,0.005106937390783075,0.00800600886111502,-0.002899071470331971,0.003161992736506932,0.0023617874253648984
equal_kw_reduction,0.0,1.0,60,1.1966666666666665,0.8666666666666667,0.8666666666666667,0.36666666666666664,0.36666666666666664,0.0032574402303169685,0.004410616825279865,0.007365687946460932,-0.0029550711211810817,0.003161992736506932,0.0011531765949628968
equal_kw_reduction,0.0,2.0,60,1.1633333333333333,0.8333333333333334,0.8333333333333334,0.06666666666666667,0.3333333333333333,0.0026960970037227952,0.003708435945072175,0.00578370207234615,-0.002075266127273978,0.002265228662105175,0.0005061694706746898
equal_kw_reduction,0.0,5.0,60,1.1400000000000001,0.6,0.6,0.06666666666666667,0.1,0.002227935891612644,0.0024898749554415583,0.004703466203452781,-0.0022135912480112153,0.002265228662105175,5.238781276578295e-05
equal_kw_reduction,0.0,10.0,60,1.1266666666666665,0.5333333333333333,0.5333333333333333,0.0,0.03333333333333333,0.0020817534221473826,0.0020817534221473826,0.004103127893131607,-0.00202137447098422,0.0020284612326759042,0.0
equal_kw_reduction,0.05,0.0,60,1.3266666666666667,1.0,1.0,0.9666666666666667,0.0,0.005364343990412164,0.005364343990412164,0.013090265156113228,-0.0077259211657009445,0.0077259211657009445,0.008203800026957194
equal_kw_reduction,0.05,0.05,60,1.2633333333333332,1.0,1.0,0.8333333333333334,0.13333333333333333,0.005019442689628576,0.005268086366301731,0.00997750135596902,-0.004709414989667223,0.004900059834594842,0.00497287353346302
equal_kw_reduction,0.05,0.1,60,1.2566666666666668,1.0,1.0,0.7666666666666667,0.2,0.004785310075702552,0.005229096667048911,0.00965342631013688,-0.004424329643087898,0.00464689200476367,0.004437865913463608
equal_kw_reduction,0.05,0.25,60,1.2233333333333334,1.0,1.0,0.5,0.4666666666666667,0.004299183845257136,0.004999218050788718,0.008077642600283114,-0.003078424549494326,0.003355001904153528,0.002800136822126342
